これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「ブラシツール」は何？,4,shift + B,command + B,option + B,B
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「消しゴムツール」は何？,4,shift + E,option + E,command + E,E
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「グラデーションツール」は何？,3,shift + G,option + G,G,command + G
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「ペンツール」は何？,3,shift + P,option + P,P,command + P
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「テキストツール」は何？,2,shift + T,T,command + T,option + T
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「手のひらツール」は何？,1,H,shift + H,command + H,option + H
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「ズームツール」は何？,4,command + option + Z,option + Z,command + Z,Z
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「回転ビューツール」は何？,3,command + option + R,command + R,R,option + R
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「文字を移動」は何？,2,command + L,command + ← or →,option + L,command + option + L
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「カーニングor文字間隔の調整」は何？,1,⌥ + カーソル（左右上下）,⌥ + C,⌥ + A,option + C
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「文字サイズの変更」は何？,1,shift + command + < or >,shift + ⌥ + L,shift + L,⌥ + L
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「ベースラインの変更」は何？,3,shift + ⌥ + B,shift + B,shift + ⌥ + ▲ or ▼,⌥ + B
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「文字の選択解除」は何？,2,command + E,esc,option + E,command + E
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「文字の左揃え」は何？,2,command + L,command + shift + L,shift + L,option + L
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「文字の中央揃え」は何？,2,command + option + C,command + shift + C,shift + C,option + C
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「文字の右揃え」は何？,2,command + R,command + shift + R,shift + R,option + R
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「レイヤーをロック」は何？,4,command + R,command + L,option + L,/
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「レイヤーを移動」は何？,3,command + M,option + M,command + [ or ],command + option + M
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「フォーカスするレイヤーを変更」は何？,3,shift + C,shift + L,shift + [ or ],shift + F
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「拡大」は何？,2,+,command + +,L,command + L
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「縮小」は何？,2,-,command + –,option + -,command + option + S
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「100%等倍で表示」は何？,1,command + 1,option + 1,shift + 1,command + option + 1
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「画面サイズに拡大」は何？,4,command + L,command + option + L,option + L,command + 0
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「定規の表示/非表示」は何？,3,option + R,command + R,shift + R,command + option + R
これは【Photoshop】のショートカットキーのクイズです。全部で【39問】あります。[改行][改行]Macを基準にしています。Windowsユーザーは「command」を「control」に置き換えてください。[改行][改行]「ツールバーとパレットの表示/非表示」は何？,3,O,command + O,Tab,option + O

